id	filename	md5	size	state
035349ef-55ec-4b88-8305-2847d6b6182a	035349ef-55ec-4b88-8305-2847d6b6182a/a090ec54-edf8-4188-9bfc-add752bdaefa.htseq.counts.gz	cd700d2659a6d4ba5897196d824b7ac3	250268	validated
0433e32a-ab20-4fa2-ab3d-556c7891e6d5	0433e32a-ab20-4fa2-ab3d-556c7891e6d5/ce515bac-2166-4e01-a3f7-fa822fe8b7d5.htseq.counts.gz	ad4b1310f8393c162b1e133e0f8af8ab	259121	validated
048627c9-33d6-446b-b9a0-f254d2d5d48a	048627c9-33d6-446b-b9a0-f254d2d5d48a/b2ccd224-e50e-4dac-898f-83bda68866e8.htseq.counts.gz	8990bf95199efcd06c375920c25ae10e	253385	validated
057d832a-c0c7-4335-80ee-4e9b626abc29	057d832a-c0c7-4335-80ee-4e9b626abc29/e0b32572-2ff9-4929-9917-83624e63aa2a.htseq.counts.gz	c653d0cf2b0aad38679aa5e17f78f170	253600	validated
14e66fbb-a92a-459e-bbff-e7909c519d28	14e66fbb-a92a-459e-bbff-e7909c519d28/e8b90f89-c047-404e-9e04-5589ff43495a.htseq.counts.gz	20c58b75b094084fe3263b2c5701bcad	269081	validated
1560ba5a-c252-43aa-a5e3-cac2764469cc	1560ba5a-c252-43aa-a5e3-cac2764469cc/b4760c72-6405-4b0c-b13b-dbef127b7ffb.htseq.counts.gz	28049ccec9945624f3fb47c1a76dc59d	257351	validated
1707cf82-ab14-42eb-8230-3fe385ebb513	1707cf82-ab14-42eb-8230-3fe385ebb513/25577d95-744c-45a8-b84a-a9c1b51c2baf.htseq.counts.gz	7bde9cbfeda2e4e442c641ac91d8ecdb	255595	validated
1846edbe-a1c9-4433-8e18-a8b7fb663972	1846edbe-a1c9-4433-8e18-a8b7fb663972/e5c1e1c2-d80c-47a1-9f18-8125b186b1cd.htseq.counts.gz	44d012b83ea02aa3c27075fe078aa37e	252256	validated
18e670ba-466c-4591-aa62-8258e37656be	18e670ba-466c-4591-aa62-8258e37656be/3146c2ae-ff5e-4097-8005-f4d261af032e.htseq.counts.gz	14e35ead4cdd3d1dea08610eeb18c662	247274	validated
1a9eb55c-2725-4357-a8b2-97515418c60d	1a9eb55c-2725-4357-a8b2-97515418c60d/5fa4dd02-be02-480e-a8ad-ae89bddc17b9.htseq.counts.gz	66428d533ec52712ae06f502865a96b4	262906	validated
