id	filename	md5	size	state
00bc9dff-d999-46ab-8d32-d6fb794d527f	00bc9dff-d999-46ab-8d32-d6fb794d527f/bd0abda0-f330-40f3-b06b-1f6c8f5c667a.htseq.counts.gz	74437194e4a8daecfb392073ea3bad12	253601	validated
035a4b53-84b3-4c27-9bb3-a880e112207b	035a4b53-84b3-4c27-9bb3-a880e112207b/ba8ce34a-28bc-485c-af2e-1c835c351997.htseq.counts.gz	f037f3e4e127c950131317f89a80961e	258178	validated
03d68b4f-8418-494c-a886-a5e849bb1348	03d68b4f-8418-494c-a886-a5e849bb1348/42d8c04e-0355-455c-b982-581727f75665.htseq.counts.gz	47882334e06d78994399b41d93f61b61	261244	validated
04a40917-633c-48eb-be1d-cc0b0b4efd30	04a40917-633c-48eb-be1d-cc0b0b4efd30/97d62176-1e34-4508-886b-df643f8a7e75.htseq.counts.gz	9be069378aed12513d1d6f35af354281	255779	validated
06a54225-762c-4371-a94e-7836cbde6613	06a54225-762c-4371-a94e-7836cbde6613/7163f82e-33ef-4a92-946d-7dd07a9657af.htseq.counts.gz	a4d8ba08fd8310be2e3f979063dad58a	260941	validated
07994c98-bf61-40d8-93d8-cb24250e408b	07994c98-bf61-40d8-93d8-cb24250e408b/043993e1-370b-4bdc-8783-be65b97ed886.htseq.counts.gz	c508b8154c41ca1f8e39d94a2fbbfd42	260355	validated
0b71f5fc-6b46-497c-87a2-76c89bc34727	0b71f5fc-6b46-497c-87a2-76c89bc34727/78c27c9c-843b-4e6a-a36a-1aa4dcb8decf.htseq.counts.gz	292fa724d244666452d905044d81827e	262153	validated
0c21604d-54bb-4b15-bcfa-a1e20d1e2156	0c21604d-54bb-4b15-bcfa-a1e20d1e2156/59633988-fe8b-4f38-a6ef-06910fef0846.htseq.counts.gz	67b9576ca1bc586b573f194789092412	249281	validated
0ce7805a-f215-4470-869a-021b77fe10cc	0ce7805a-f215-4470-869a-021b77fe10cc/8beaeffb-5e9b-4589-8999-52c3d736aea7.htseq.counts.gz	e7f9a9ad253bbe81663668f29af97461	257502	validated
0d4a061d-25f1-4715-9b9e-5ee879a2465a	0d4a061d-25f1-4715-9b9e-5ee879a2465a/4c6f3410-7bb6-4be3-a4d1-b3717279b212.htseq.counts.gz	28621d8af1eee4654f85bc040c4219f1	260328	validated
0f2ef2fa-cf6e-4d03-a648-ccd9fdf8b8c5	0f2ef2fa-cf6e-4d03-a648-ccd9fdf8b8c5/b64ef80a-d41c-4f92-a3ed-e43d55abb2c2.htseq.counts.gz	623316e82573678b8593ea45b8b384df	257191	validated
0f6025df-28f8-4b73-bc53-5d35f39e686b	0f6025df-28f8-4b73-bc53-5d35f39e686b/edbf38b1-342c-44a6-8d6f-b5bc871848d8.htseq.counts.gz	a102133d540ec46227c3cd35d812bcaa	250281	validated
0f6a4813-5da3-483e-8237-db82b79b97d8	0f6a4813-5da3-483e-8237-db82b79b97d8/52a3d27b-f415-4e7c-8000-957574724cfd.htseq.counts.gz	68421349e24ff1f3b1825cf37aae4d65	261117	validated
0fe70a8a-da0e-443e-a430-718c304b2541	0fe70a8a-da0e-443e-a430-718c304b2541/7c4769c1-1907-47ea-98f7-26cd438d022e.htseq.counts.gz	fb9606492a71f90a262756a260817407	252154	validated
103d151d-2c67-4b4f-aade-8afbd106146f	103d151d-2c67-4b4f-aade-8afbd106146f/0f878485-4f73-45ec-8d2d-b89850813aa5.htseq.counts.gz	28817342ddb7049122269189c7cf9653	255798	validated
12993d63-aa97-40d6-a48b-c0d38725ed12	12993d63-aa97-40d6-a48b-c0d38725ed12/21fccc2c-bc60-4ed4-ba78-5dfbb0d5f498.htseq.counts.gz	9da3c5bcb3156bf645578933392b643e	259848	validated
1480554d-8579-4146-93ba-a7b23b8c9a5b	1480554d-8579-4146-93ba-a7b23b8c9a5b/a2082ad4-279e-422f-b5a7-cb7fbeb7a6df.htseq.counts.gz	42f1e460bdae489eb0945435cd5e0f8b	263222	validated
1529e2b7-8203-48d8-9b9a-f22af739e83a	1529e2b7-8203-48d8-9b9a-f22af739e83a/c6287ac6-570d-4431-87b3-290db2dbe58b.htseq.counts.gz	ef4b5a2b085a59af2cd74583d9bb64bf	254081	validated
1688f4c9-ec1a-48f5-8fe3-ad8e90bb21b7	1688f4c9-ec1a-48f5-8fe3-ad8e90bb21b7/d7be2882-fa19-4a0f-937e-286066dd0642.htseq.counts.gz	4290262683a3c2c165fb89b76bc45c24	264160	validated
174517fa-47e7-454e-a113-976d473d03e6	174517fa-47e7-454e-a113-976d473d03e6/c62a3590-7d1d-4a46-b021-279e7a36b77e.htseq.counts.gz	3a5deeadc96725065c372d98990f3671	254511	validated
18863638-3369-4ca3-bc0f-a251448259b3	18863638-3369-4ca3-bc0f-a251448259b3/4d337bb6-8e53-4142-8c22-432bce3e754d.htseq.counts.gz	bda0aeee9382d72c6b01ff8aec393ef5	249487	validated
1ac7e64a-05ad-49cd-afad-c96415618475	1ac7e64a-05ad-49cd-afad-c96415618475/dabdc0ac-e436-4140-ba66-52a7d7c50ee0.htseq.counts.gz	13a4c32e7fbbb8c36896143f0b225cbf	259131	validated
1bd104aa-80a0-43fc-bbdf-c0341c0279f5	1bd104aa-80a0-43fc-bbdf-c0341c0279f5/bf4058ee-ed0b-43e4-bc4e-3343239f187b.htseq.counts.gz	804071594fced1640ae7183cf14137a3	256129	validated
1c710ed8-4e82-48ce-a559-71a5c790c2e5	1c710ed8-4e82-48ce-a559-71a5c790c2e5/85fe5749-1fef-49a2-bbac-9200c3c5a1cb.htseq.counts.gz	c89b3cb3cfea61a6d4287680689531f5	260506	validated
2022fda5-3d7c-45c5-a5e6-3519073219e5	2022fda5-3d7c-45c5-a5e6-3519073219e5/72bb9902-d411-494f-98ca-0e273967b96a.htseq.counts.gz	3371305760ff0d936bffefc036e66c02	256987	validated
21cefa4e-6d67-4d9e-a74b-6239a18679d7	21cefa4e-6d67-4d9e-a74b-6239a18679d7/297978f4-9907-482f-89db-3a0a2a0f19a8.htseq.counts.gz	6ad7b1ab619b33f3f505217584abbc36	261719	validated
23dfce3d-1352-489b-b8dc-99acf159f92b	23dfce3d-1352-489b-b8dc-99acf159f92b/8fc333b1-b2ee-4eff-afa9-8606b282a341.htseq.counts.gz	8345cdbed7f2818be53fa2ed7fd283b7	264055	validated
2443c89f-0c03-4194-9c2d-e98e79191ae0	2443c89f-0c03-4194-9c2d-e98e79191ae0/effcab37-0ee4-422d-9d51-5cdbb78d2db9.htseq.counts.gz	1b50d91c31472d6d6079deb1bc9577a5	259133	validated
2566bd4b-ec4f-497a-b8d3-f7081339395f	2566bd4b-ec4f-497a-b8d3-f7081339395f/ce9deae0-fdae-4c71-baee-d9054fdd0f77.htseq.counts.gz	1c3aa49eedd6ea7bf6691963b5ecf12d	244866	validated
27e07fa1-44f5-4956-9518-a61b29ee93b1	27e07fa1-44f5-4956-9518-a61b29ee93b1/eb329194-22d5-4675-a982-0c2dd8e5a324.htseq.counts.gz	9040ad02c8c9b97a6767c58afdf6e770	255769	validated
28b17bd0-672a-4a73-a821-1b5ed7b79fcc	28b17bd0-672a-4a73-a821-1b5ed7b79fcc/de855db4-12d8-47bc-855b-96f61d306541.htseq.counts.gz	d88a375525a77eb8d67dfceadff98eb4	250921	validated
2c4a6c98-bbc3-49e0-8d79-9bba6a01072b	2c4a6c98-bbc3-49e0-8d79-9bba6a01072b/2df4d9b2-5c9f-4952-bd5b-62f1a244f5f1.htseq.counts.gz	fa3de5d1a3724b9334bafc2d5ebcebfb	258959	validated
2ca8f455-9f97-4742-9263-ac902600042e	2ca8f455-9f97-4742-9263-ac902600042e/48297930-d22a-463d-80ac-52214964f067.htseq.counts.gz	cda96b78e3d6e669c50fe71876a5a88e	260015	validated
2d28a9f4-b95d-47b8-ba4c-918692c6b902	2d28a9f4-b95d-47b8-ba4c-918692c6b902/fa2df153-c852-4df1-8499-fe2517dee301.htseq.counts.gz	2644ccea8d034db7ab3e883a84f555e6	245547	validated
2d721dd7-07cc-4b25-ba34-7a4ec0968f16	2d721dd7-07cc-4b25-ba34-7a4ec0968f16/d0e4aa5d-e918-4156-99ba-14b14a2a9975.htseq.counts.gz	000b03d6f85b26df77edfef649f73df7	256648	validated
2dc9a586-30ad-4b6e-abbc-5b850e8b8d82	2dc9a586-30ad-4b6e-abbc-5b850e8b8d82/e377a906-e48f-4f6c-998e-7f914b8cd712.htseq.counts.gz	32bacc4c204477c7f7b3b98008c02e11	261543	validated
2dd5b4a6-8c22-4fc3-a5ef-a8133ba86520	2dd5b4a6-8c22-4fc3-a5ef-a8133ba86520/d490312c-c941-4336-8b94-163881b72be6.htseq.counts.gz	3296394b39de6eb8daaeaa7374e06d08	264486	validated
2f496741-845e-4cdf-839e-030d1b533d8b	2f496741-845e-4cdf-839e-030d1b533d8b/acaec383-b91d-46a9-a1d1-6eb4764cd000.htseq.counts.gz	3f863d7b51a26fee988aeebc95f66abf	254079	validated
311ec972-11c4-407c-bcda-9c27c9e287f3	311ec972-11c4-407c-bcda-9c27c9e287f3/a528840a-20b9-40ed-acfa-46b8b52ffef6.htseq.counts.gz	db459420a75899b4d18651cf04f5de96	262369	validated
31831810-0208-41bb-bb5a-4cc6d5661f2d	31831810-0208-41bb-bb5a-4cc6d5661f2d/43b0eb35-8278-440a-a743-fd91ca544b1b.htseq.counts.gz	d8af98f1c9f160ea156d42d6695c55df	260273	validated
321a266d-b0d2-4800-a0ab-1368692e4677	321a266d-b0d2-4800-a0ab-1368692e4677/7a181264-18d3-4a81-b8c1-43e08ddab953.htseq.counts.gz	8daf963fa163cb466c1d600a7df43e35	256341	validated
3267ca00-0daf-4ae8-94f2-830745e6d036	3267ca00-0daf-4ae8-94f2-830745e6d036/f1b52b3a-9748-4862-ba4a-a8f8e8a0166c.htseq.counts.gz	a15bf36fceac269f6048656de6f6f487	256007	validated
329ae6b7-3f35-4fb8-bf04-25b179fdfc5c	329ae6b7-3f35-4fb8-bf04-25b179fdfc5c/9ac17699-409b-4750-9317-aacc8c04da46.htseq.counts.gz	8ce298486ba9abb070d1a401ac3cd1cf	261299	validated
34f2c391-c521-42d7-be4e-1050a3380d08	34f2c391-c521-42d7-be4e-1050a3380d08/655c5a8b-a87a-482e-95cf-1519b3146534.htseq.counts.gz	514133bbaf818fa03b8a2f36fb5189fc	259332	validated
3850d46d-d195-4c11-8d1c-9efbad5b9df1	3850d46d-d195-4c11-8d1c-9efbad5b9df1/568de3f5-ff1b-4dc2-9a8b-1a3034e58ee0.htseq.counts.gz	39b25f0007949df96096f408adfdd733	258890	validated
390042c0-b512-444c-a86d-ab441205b370	390042c0-b512-444c-a86d-ab441205b370/58f06031-8e8c-4865-8cea-ba65d28317a9.htseq.counts.gz	595c1e04d5a1ac616dc9281c49a57003	256116	validated
39aa4fef-1f7e-4855-87a3-c000f744d45c	39aa4fef-1f7e-4855-87a3-c000f744d45c/1d6a0834-0561-4d45-813d-1ea499b613c0.htseq.counts.gz	7827ec0d7d5c46f3d208d91651c0a0ec	259566	validated
3d9c2046-d2b1-4a09-b92d-273bacf9da6c	3d9c2046-d2b1-4a09-b92d-273bacf9da6c/4b63696f-c8f8-4601-8751-d8efda9224a3.htseq.counts.gz	2199181df13e067b53c6c388949b8f27	257108	validated
404db5ef-a2b5-4c2c-b238-854588e7083a	404db5ef-a2b5-4c2c-b238-854588e7083a/825ebcdf-3e59-4d89-9f6d-b27c7dc896d1.htseq.counts.gz	c4c8064751b31d88699774a6b8be3396	257017	validated
42eb61ce-cf22-411d-861c-9245948cc474	42eb61ce-cf22-411d-861c-9245948cc474/7d1a066f-8791-45ff-98e5-f4eb3d1e1d8d.htseq.counts.gz	baf1ef0f25ac38f3819c188284bc2888	253795	validated
432b9546-2211-4769-bd8d-fd8fde45f9cd	432b9546-2211-4769-bd8d-fd8fde45f9cd/f562a9d0-39fb-4062-b535-87a96ad3212a.htseq.counts.gz	4e74df3c1657d2247816d5ef57019f4b	255279	validated
4342050d-43d1-4943-835a-450036ae644c	4342050d-43d1-4943-835a-450036ae644c/92a8c68d-23ec-467f-84c0-4876b71359f8.htseq.counts.gz	b54b96d7ab0c4024971c57cc3d4ade89	263764	validated
43a5f50f-5e71-4e6f-b0b6-9a20b754ecb5	43a5f50f-5e71-4e6f-b0b6-9a20b754ecb5/c9e12ef8-5bf6-496d-8c8a-e0596c2f1d7c.htseq.counts.gz	484229087e8c3c95830766c4918a8e9e	257913	validated
44b78a11-dfad-46f5-a203-599dc26ff876	44b78a11-dfad-46f5-a203-599dc26ff876/065393c7-9928-4fdc-9dbf-68ba9c708561.htseq.counts.gz	6d80db5710230768a0111a2121c37ab0	261896	validated
451c9c6d-f062-4ca2-8459-efed929bd305	451c9c6d-f062-4ca2-8459-efed929bd305/9c6f2d76-7701-434e-a876-c04ab14cccea.htseq.counts.gz	d296b0cb99d14b4b913838592e3bfcdf	263970	validated
4551bd05-feb3-44d8-97c6-5523391bbfc2	4551bd05-feb3-44d8-97c6-5523391bbfc2/3788684a-b405-44fe-8d09-4e40a46d5214.htseq.counts.gz	27ffab72dab39acd18ea62d16c85b9fe	261143	validated
45a97e88-7139-4eb8-b659-2d9e3beda744	45a97e88-7139-4eb8-b659-2d9e3beda744/1ade6fa3-de71-4760-9760-8abc10963255.htseq.counts.gz	597b0c0f27263b826ce730608e0cc2a5	245263	validated
45cdd029-59c8-4470-a9de-9f7955c4c340	45cdd029-59c8-4470-a9de-9f7955c4c340/b1808878-10a4-4024-9359-70d7ef17a439.htseq.counts.gz	0e2f23cbe77b6a480d2a54fd4858a9e9	258682	validated
469769fc-b712-4bbd-9814-f93552acb600	469769fc-b712-4bbd-9814-f93552acb600/3769209b-a12f-4a84-9d68-0e1c934e5aea.htseq.counts.gz	ffbfd35c7b6e2e80f60bd7c9cddd8969	258407	validated
4809258e-9835-49f4-92c1-09f97fcecebd	4809258e-9835-49f4-92c1-09f97fcecebd/bd727430-2539-4897-a754-2c8d8de59f9e.htseq.counts.gz	467dfc45aac6931fee39080bd503387b	263117	validated
48c976e0-46f8-470b-bc36-981ea0c6106c	48c976e0-46f8-470b-bc36-981ea0c6106c/d522e111-8a5f-48de-b894-1bf7505bda98.htseq.counts.gz	cf25837f9901495016e54d8c806dac03	259374	validated
4958b9d4-59fa-49e4-a849-1b777452f6d2	4958b9d4-59fa-49e4-a849-1b777452f6d2/3e00e8aa-31bc-454e-b558-7bcbad5f47ad.htseq.counts.gz	cc4ce6613fe041289cf07b382af34e5a	256540	validated
